subscriberId,monthlySpend,dataUsageGb,voiceMinutes,churnRisk,valueScore,acceptedCampaigns,rejectedCampaigns,tariff,segment
SUB-01812,135.53,29.73,329,0.2444,0.5038,3,0,Genç Tarife,BELIRSIZ
SUB-01813,58.6,23.11,201,0.3084,0.3116,2,2,Premium Tarife,BELIRSIZ
SUB-01814,302.41,43.08,684,0.4553,0.3603,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01815,55.95,18.92,701,0.3718,0.1998,0,2,Aile Paketi,BELIRSIZ
SUB-01816,352.75,25.6,317,0.5943,0.6384,0,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01817,95.87,27.9,476,0.1091,0.5787,1,1,Premium Tarife,PASIF
SUB-01818,49.97,35.06,681,0.1881,0.3843,1,3,Öğrenci Tarifesi,PASIF
SUB-01819,114.12,17.45,577,0.5009,0.3058,0,0,Öğrenci Tarifesi,YENI_ABONE
SUB-01820,151.35,10.54,467,0.2641,0.3855,1,1,Standart Tarife,RISKLI_KAYIP
SUB-01821,170.95,19.23,562,0.409,0.2945,3,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01822,221.2,29.71,497,0.2872,0.4281,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01823,180.19,32.37,380,0.2998,0.5671,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01824,394.73,3.18,149,0.3285,0.4979,1,2,Standart Tarife,YUKSEK_DEGER
SUB-01825,147.05,78.95,179,0.035,0.3766,0,4,Genç Tarife,YUKSEK_DEGER
SUB-01826,185.86,10.26,511,0.4278,0.3672,1,2,Standart Tarife,RISKLI_KAYIP
SUB-01827,176.79,25.9,269,0.5472,0.149,3,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01828,45.53,37.68,499,0.2917,0.2652,1,3,Genç Tarife,BELIRSIZ
SUB-01829,68.36,14.84,146,0.3711,0.6449,1,1,Premium Tarife,BELIRSIZ
SUB-01830,159.31,33.22,216,0.0283,0.2584,1,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01831,199.24,3.15,329,0.616,0.4506,2,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01832,32.56,34.03,52,0.3256,0.2852,2,1,Genç Tarife,BELIRSIZ
SUB-01833,404.91,31.31,195,0.1241,0.5516,2,3,Premium Tarife,YUKSEK_DEGER
SUB-01834,208.65,20.95,237,0.104,0.2315,1,2,Premium Tarife,YUKSEK_DEGER
SUB-01835,153.94,29.77,424,0.1634,0.4393,1,0,Genç Tarife,BELIRSIZ
SUB-01836,203.1,45.37,316,0.3738,0.6132,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01837,109.98,38.46,439,0.1517,0.2395,1,2,Genç Tarife,BELIRSIZ
SUB-01838,172.06,15.49,390,0.2381,0.3682,1,2,Standart Tarife,RISKLI_KAYIP
SUB-01839,188.51,19.1,307,0.3323,0.4395,0,0,Genç Tarife,RISKLI_KAYIP
SUB-01840,304.42,13.58,238,0.2569,0.3102,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01841,139.11,12.28,398,0.2212,0.2316,1,1,Aile Paketi,YUKSEK_DEGER
SUB-01842,57.08,27.79,800,0.6733,0.2133,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01843,86.56,13.47,237,0.453,0.3721,1,4,Premium Tarife,RISKLI_KAYIP
SUB-01844,132.29,27.75,1104,0.6668,0.204,3,2,Aile Paketi,RISKLI_KAYIP
SUB-01845,61.77,14.82,403,0.0459,0.5571,3,3,Öğrenci Tarifesi,PASIF
SUB-01846,80.28,16.48,649,0.0624,0.4388,2,0,Aile Paketi,BELIRSIZ
SUB-01847,87.1,8.11,479,0.3954,0.5284,3,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01848,126.79,27.26,525,0.2702,0.582,0,3,Aile Paketi,YUKSEK_DEGER
SUB-01849,207.08,2.95,194,0.6177,0.3443,1,0,Premium Tarife,RISKLI_KAYIP
SUB-01850,123.07,34.88,267,0.1891,0.5324,3,3,Aile Paketi,BELIRSIZ
SUB-01851,215.24,61.39,96,0.2109,0.4551,0,0,Aile Paketi,YENI_ABONE
SUB-01852,154.03,16.9,324,0.2971,0.3997,0,3,Aile Paketi,YUKSEK_DEGER
SUB-01853,82.15,16.35,557,0.2505,0.3697,3,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01854,190.37,4.09,326,0.4662,0.5179,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01855,173.37,10.78,672,0.7867,0.6806,1,2,Aile Paketi,YUKSEK_DEGER
SUB-01856,218.53,29.99,286,0.1758,0.6709,0,0,Aile Paketi,YUKSEK_DEGER
SUB-01857,244.67,32.87,226,0.2058,0.2477,1,0,Standart Tarife,BELIRSIZ
SUB-01858,309.84,18.48,259,0.0305,0.546,2,3,Premium Tarife,YUKSEK_DEGER
SUB-01859,211.11,28.81,591,0.1023,0.5986,0,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01860,169.99,8.25,960,0.0535,0.5143,1,1,Genç Tarife,BELIRSIZ
SUB-01861,219.11,21.62,1172,0.3209,0.3133,2,2,Standart Tarife,BELIRSIZ
SUB-01862,115.51,40.85,552,0.3557,0.5204,5,0,Genç Tarife,RISKLI_KAYIP
SUB-01863,110.13,24.59,652,0.0467,0.5027,2,4,Premium Tarife,BELIRSIZ
SUB-01864,333.71,44.91,116,0.4672,0.703,1,3,Premium Tarife,YUKSEK_DEGER
SUB-01865,108.07,45.81,144,0.3083,0.3693,0,4,Genç Tarife,RISKLI_KAYIP
SUB-01866,88.6,22.6,200,0.7301,0.6356,2,1,Genç Tarife,RISKLI_KAYIP
SUB-01867,211.04,0.24,829,0.1923,0.4123,2,4,Standart Tarife,YUKSEK_DEGER
SUB-01868,116.14,32.42,822,0.3203,0.2486,0,1,Standart Tarife,BELIRSIZ
SUB-01869,243.26,5.5,1332,0.2252,0.7603,0,2,Premium Tarife,YUKSEK_DEGER
SUB-01870,297.06,0.88,197,0.1738,0.4708,3,2,Genç Tarife,YUKSEK_DEGER
SUB-01871,96.92,2.51,351,0.8934,0.0979,1,1,Genç Tarife,RISKLI_KAYIP
SUB-01872,225.8,33.95,95,0.3176,0.3026,0,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01873,106.42,22.72,126,0.0291,0.2827,5,2,Genç Tarife,YUKSEK_DEGER
SUB-01874,134.04,18.85,306,0.1582,0.4251,3,2,Premium Tarife,BELIRSIZ
SUB-01875,185.29,24.25,203,0.5362,0.3885,1,3,Standart Tarife,RISKLI_KAYIP
SUB-01876,110.28,2.69,205,0.1343,0.5235,1,2,Standart Tarife,BELIRSIZ
SUB-01877,175.6,13.54,245,0.4045,0.648,2,3,Standart Tarife,BELIRSIZ
SUB-01878,140.9,9.46,888,0.0576,0.663,2,0,Aile Paketi,BELIRSIZ
SUB-01879,246.38,17.81,730,0.1352,0.5661,1,4,Aile Paketi,YUKSEK_DEGER
SUB-01880,246.74,18.27,178,0.2823,0.4027,2,5,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01881,110.63,23.54,718,0.4614,0.4383,1,0,Premium Tarife,BELIRSIZ
SUB-01882,187.75,26.04,216,0.2727,0.4335,1,2,Aile Paketi,RISKLI_KAYIP
SUB-01883,268.03,2.85,114,0.318,0.7517,1,2,Genç Tarife,YUKSEK_DEGER
SUB-01884,79.39,13.68,239,0.0964,0.369,3,2,Genç Tarife,BELIRSIZ
SUB-01885,140.37,16.1,451,0.2788,0.2254,2,1,Genç Tarife,BELIRSIZ
SUB-01886,183.0,5.35,193,0.2852,0.3748,0,1,Premium Tarife,BELIRSIZ
SUB-01887,77.1,4.83,546,0.2085,0.421,1,2,Genç Tarife,BELIRSIZ
SUB-01888,119.03,2.52,251,0.5295,0.3078,3,1,Premium Tarife,RISKLI_KAYIP
SUB-01889,371.86,4.19,472,0.0992,0.4543,2,1,Premium Tarife,YUKSEK_DEGER
SUB-01890,107.87,28.69,176,0.0427,0.2495,1,5,Genç Tarife,BELIRSIZ
SUB-01891,115.51,3.4,374,0.3107,0.3275,1,5,Genç Tarife,YUKSEK_DEGER
SUB-01892,49.98,4.04,198,0.4169,0.2918,0,1,Premium Tarife,BELIRSIZ
SUB-01893,209.71,17.27,312,0.2494,0.5479,2,2,Standart Tarife,YUKSEK_DEGER
SUB-01894,70.83,21.55,1114,0.3621,0.2483,0,0,Premium Tarife,YENI_ABONE
SUB-01895,142.23,15.73,275,0.615,0.5005,2,2,Premium Tarife,BELIRSIZ
SUB-01896,89.17,6.38,141,0.1568,0.3733,1,0,Genç Tarife,BELIRSIZ
SUB-01897,175.41,4.94,390,0.0653,0.5476,0,3,Genç Tarife,BELIRSIZ
SUB-01898,15.0,16.92,395,0.4305,0.5748,3,1,Standart Tarife,PASIF
SUB-01899,161.42,14.46,393,0.1599,0.5293,1,3,Genç Tarife,BELIRSIZ
SUB-01900,185.96,11.78,526,0.2818,0.3004,2,3,Premium Tarife,BELIRSIZ
SUB-01901,120.95,27.84,266,0.3464,0.4235,1,3,Premium Tarife,BELIRSIZ
SUB-01902,125.7,13.75,559,0.3705,0.3297,3,2,Aile Paketi,YUKSEK_DEGER
SUB-01903,111.8,4.52,364,0.8132,0.4359,0,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01904,141.1,11.83,135,0.3246,0.2217,2,2,Premium Tarife,RISKLI_KAYIP
SUB-01905,336.18,23.28,609,0.056,0.3616,1,1,Aile Paketi,YUKSEK_DEGER
SUB-01906,250.74,13.11,415,0.7319,0.6887,0,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01907,141.01,23.0,541,0.5673,0.3375,1,0,Aile Paketi,RISKLI_KAYIP
SUB-01908,119.05,26.22,148,0.3347,0.2013,2,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01909,237.55,13.78,632,0.3867,0.6537,2,5,Standart Tarife,BELIRSIZ
SUB-01910,168.83,15.67,1292,0.1237,0.3907,2,2,Premium Tarife,YENI_ABONE
SUB-01911,75.8,12.48,139,0.4063,0.3005,0,4,Genç Tarife,PASIF
SUB-01912,131.27,23.35,687,0.1018,0.3031,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01913,316.4,12.18,416,0.2481,0.6469,0,1,Premium Tarife,YUKSEK_DEGER
SUB-01914,204.96,21.78,367,0.145,0.3134,0,5,Premium Tarife,YUKSEK_DEGER
SUB-01915,119.87,18.49,636,0.2527,0.2684,0,3,Standart Tarife,BELIRSIZ
SUB-01916,54.23,2.49,594,0.3316,0.13,2,1,Genç Tarife,BELIRSIZ
SUB-01917,174.89,22.62,794,0.0463,0.5232,0,3,Genç Tarife,YUKSEK_DEGER
SUB-01918,154.53,17.27,152,0.3751,0.4413,2,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01919,138.39,35.8,813,0.0701,0.3864,3,1,Genç Tarife,BELIRSIZ
SUB-01920,239.05,5.59,469,0.4288,0.4714,0,1,Aile Paketi,RISKLI_KAYIP
SUB-01921,206.42,18.71,98,0.317,0.425,3,0,Standart Tarife,YUKSEK_DEGER
SUB-01922,55.58,10.85,277,0.149,0.2378,1,1,Standart Tarife,BELIRSIZ
SUB-01923,155.04,2.83,423,0.0646,0.4136,0,1,Aile Paketi,BELIRSIZ
SUB-01924,65.77,1.94,273,0.3894,0.3284,3,3,Öğrenci Tarifesi,PASIF
SUB-01925,112.98,40.61,337,0.4754,0.2092,0,4,Aile Paketi,YUKSEK_DEGER
SUB-01926,62.39,18.75,246,0.155,0.6155,2,4,Standart Tarife,RISKLI_KAYIP
SUB-01927,63.97,13.43,1702,0.2708,0.4145,3,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01928,187.44,3.76,565,0.1824,0.6155,2,2,Genç Tarife,YUKSEK_DEGER
SUB-01929,176.82,39.04,389,0.8508,0.4925,2,2,Standart Tarife,RISKLI_KAYIP
SUB-01930,148.25,8.66,173,0.1751,0.2373,3,0,Standart Tarife,RISKLI_KAYIP
SUB-01931,106.9,19.39,796,0.2705,0.2382,1,4,Genç Tarife,RISKLI_KAYIP
SUB-01932,59.19,16.78,519,0.595,0.0751,2,2,Standart Tarife,RISKLI_KAYIP
SUB-01933,113.31,51.28,187,0.156,0.308,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01934,177.28,15.39,188,0.2934,0.5345,2,1,Premium Tarife,YUKSEK_DEGER
SUB-01935,174.93,10.31,343,0.286,0.68,0,4,Standart Tarife,YUKSEK_DEGER
SUB-01936,312.75,18.95,392,0.3492,0.3535,2,0,Aile Paketi,RISKLI_KAYIP
SUB-01937,288.01,20.44,556,0.1983,0.3548,1,1,Premium Tarife,BELIRSIZ
SUB-01938,151.77,74.59,358,0.747,0.3401,1,2,Standart Tarife,RISKLI_KAYIP
SUB-01939,112.57,15.2,587,0.3418,0.5839,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01940,90.66,5.42,273,0.1837,0.3833,1,3,Standart Tarife,BELIRSIZ
SUB-01941,52.82,11.78,359,0.0969,0.1969,1,3,Standart Tarife,YUKSEK_DEGER
SUB-01942,70.78,18.92,814,0.4188,0.1756,0,1,Premium Tarife,RISKLI_KAYIP
SUB-01943,177.43,21.44,603,0.3119,0.2098,4,1,Genç Tarife,RISKLI_KAYIP
SUB-01944,214.58,3.4,373,0.2973,0.2686,4,2,Premium Tarife,YENI_ABONE
SUB-01945,126.88,10.69,458,0.4221,0.1285,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01946,494.36,49.36,360,0.2839,0.6279,0,2,Aile Paketi,YUKSEK_DEGER
SUB-01947,71.25,7.26,127,0.2258,0.4138,3,0,Genç Tarife,PASIF
SUB-01948,49.13,28.28,33,0.1661,0.3742,1,1,Genç Tarife,BELIRSIZ
SUB-01949,489.56,12.1,986,0.4966,0.7844,1,4,Premium Tarife,YUKSEK_DEGER
SUB-01950,57.17,15.87,196,0.38,0.5093,0,2,Standart Tarife,RISKLI_KAYIP
SUB-01951,125.82,3.87,288,0.101,0.6265,2,2,Aile Paketi,YUKSEK_DEGER
SUB-01952,95.6,13.03,1527,0.3613,0.1672,2,2,Genç Tarife,RISKLI_KAYIP
SUB-01953,185.1,18.76,168,0.2594,0.1198,0,2,Premium Tarife,YUKSEK_DEGER
SUB-01954,120.07,15.34,346,0.2856,0.3632,0,0,Genç Tarife,BELIRSIZ
SUB-01955,214.96,13.67,847,0.2302,0.4147,1,1,Genç Tarife,YUKSEK_DEGER
SUB-01956,241.8,23.43,1117,0.0754,0.1886,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01957,52.45,4.92,514,0.1668,0.2065,0,4,Standart Tarife,BELIRSIZ
SUB-01958,88.74,19.39,800,0.2685,0.6498,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01959,225.49,1.75,322,0.1808,0.6489,2,1,Aile Paketi,YUKSEK_DEGER
SUB-01960,269.2,33.69,33,0.3385,0.3934,2,2,Genç Tarife,YUKSEK_DEGER
SUB-01961,166.22,14.02,756,0.2334,0.6394,0,0,Standart Tarife,YENI_ABONE
SUB-01962,193.03,27.01,368,0.2811,0.3959,1,2,Premium Tarife,YUKSEK_DEGER
SUB-01963,323.86,0.54,297,0.3474,0.6511,0,2,Premium Tarife,YUKSEK_DEGER
SUB-01964,121.0,24.46,279,0.1382,0.5708,4,4,Premium Tarife,YUKSEK_DEGER
SUB-01965,165.15,8.41,579,0.1235,0.2018,5,1,Premium Tarife,BELIRSIZ
SUB-01966,288.19,15.95,575,0.1774,0.7099,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01967,298.29,24.73,375,0.102,0.4699,1,3,Premium Tarife,BELIRSIZ
SUB-01968,141.74,14.87,498,0.4044,0.3363,0,2,Standart Tarife,RISKLI_KAYIP
SUB-01969,90.58,22.74,165,0.5214,0.5404,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01970,140.8,12.24,326,0.0911,0.5187,0,2,Genç Tarife,YUKSEK_DEGER
SUB-01971,149.01,35.45,171,0.5837,0.3967,1,4,Standart Tarife,RISKLI_KAYIP
SUB-01972,88.46,13.99,167,0.4417,0.5262,0,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01973,97.12,14.21,468,0.2732,0.2536,3,1,Premium Tarife,BELIRSIZ
SUB-01974,298.52,14.41,388,0.1339,0.6048,1,0,Standart Tarife,YUKSEK_DEGER
SUB-01975,198.17,15.63,273,0.2304,0.2805,3,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01976,126.19,5.16,315,0.291,0.4372,2,2,Aile Paketi,BELIRSIZ
SUB-01977,74.24,7.06,494,0.1027,0.3344,0,3,Öğrenci Tarifesi,PASIF
SUB-01978,97.87,29.73,587,0.3565,0.4831,0,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01979,46.28,27.0,528,0.088,0.3111,1,1,Aile Paketi,BELIRSIZ
SUB-01980,168.76,25.85,94,0.3027,0.2225,1,2,Aile Paketi,RISKLI_KAYIP
SUB-01981,94.46,21.33,48,0.6326,0.3814,0,2,Standart Tarife,RISKLI_KAYIP
SUB-01982,176.58,10.49,210,0.2638,0.3445,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01983,224.19,9.64,49,0.1439,0.4562,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01984,178.08,15.14,916,0.461,0.2517,2,0,Genç Tarife,RISKLI_KAYIP
SUB-01985,116.84,32.84,307,0.5474,0.2862,2,0,Genç Tarife,RISKLI_KAYIP
SUB-01986,85.54,18.0,134,0.37,0.4664,1,6,Aile Paketi,PASIF
SUB-01987,67.11,6.75,305,0.2227,0.4332,0,0,Öğrenci Tarifesi,YENI_ABONE
SUB-01988,282.53,4.18,75,0.1297,0.2758,2,3,Standart Tarife,YUKSEK_DEGER
SUB-01989,173.63,27.58,137,0.4029,0.4785,0,1,Standart Tarife,BELIRSIZ
SUB-01990,120.95,39.74,289,0.203,0.3453,0,3,Premium Tarife,BELIRSIZ
SUB-01991,207.64,3.22,256,0.1811,0.1691,0,2,Genç Tarife,BELIRSIZ
SUB-01992,257.58,28.19,287,0.3917,0.5448,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01993,95.72,20.99,504,0.5652,0.1154,1,0,Premium Tarife,RISKLI_KAYIP
SUB-01994,170.6,8.17,680,0.4765,0.4006,3,1,Aile Paketi,BELIRSIZ
SUB-01995,172.61,18.17,405,0.3133,0.3,0,1,Aile Paketi,RISKLI_KAYIP
SUB-01996,316.21,5.81,702,0.5194,0.4221,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01997,119.92,13.2,260,0.3833,0.6798,2,3,Genç Tarife,YUKSEK_DEGER
SUB-01998,83.54,15.77,762,0.2826,0.3017,0,1,Premium Tarife,RISKLI_KAYIP
SUB-01999,181.6,35.23,409,0.1182,0.4211,1,0,Standart Tarife,RISKLI_KAYIP
SUB-02000,217.42,12.71,643,0.0991,0.3464,3,5,Standart Tarife,YUKSEK_DEGER
SUB-02001,162.56,8.94,264,0.5549,0.4972,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02002,328.19,19.89,397,0.0435,0.4861,1,4,Premium Tarife,YUKSEK_DEGER
SUB-02003,119.69,23.16,1208,0.286,0.7067,2,3,Standart Tarife,YUKSEK_DEGER
SUB-02004,164.92,8.67,395,0.2198,0.3995,0,1,Premium Tarife,YUKSEK_DEGER
SUB-02005,55.45,6.53,676,0.2323,0.313,1,1,Premium Tarife,RISKLI_KAYIP
SUB-02006,80.53,7.03,729,0.2102,0.6716,1,1,Standart Tarife,RISKLI_KAYIP
SUB-02007,96.11,35.31,554,0.3886,0.2053,2,2,Aile Paketi,RISKLI_KAYIP
SUB-02008,132.01,22.47,617,0.6179,0.4152,0,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02009,61.9,12.08,265,0.7671,0.1226,2,2,Genç Tarife,RISKLI_KAYIP
SUB-02010,205.99,31.51,205,0.2304,0.5705,1,3,Genç Tarife,YUKSEK_DEGER
SUB-02011,90.74,8.61,173,0.2149,0.3604,1,1,Aile Paketi,BELIRSIZ
SUB-02012,446.06,14.71,489,0.117,0.6881,0,1,Aile Paketi,YUKSEK_DEGER
SUB-02013,92.8,5.72,388,0.2601,0.3989,1,3,Aile Paketi,BELIRSIZ
SUB-02014,155.1,30.61,467,0.205,0.4828,2,2,Aile Paketi,BELIRSIZ
SUB-02015,143.87,8.05,151,0.2054,0.421,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02016,76.08,8.2,230,0.4078,0.1262,6,2,Aile Paketi,BELIRSIZ
SUB-02017,132.32,20.2,664,0.2521,0.212,2,6,Standart Tarife,BELIRSIZ
SUB-02018,131.34,1.55,428,0.098,0.5338,0,0,Premium Tarife,YENI_ABONE
SUB-02019,241.93,4.62,411,0.4455,0.3612,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02020,185.51,25.29,324,0.143,0.6505,1,1,Standart Tarife,YUKSEK_DEGER
SUB-02021,204.28,6.94,215,0.231,0.4847,3,3,Premium Tarife,BELIRSIZ
SUB-02022,238.98,62.02,778,0.4141,0.4497,1,1,Aile Paketi,BELIRSIZ
SUB-02023,206.15,17.5,858,0.4394,0.572,1,1,Aile Paketi,RISKLI_KAYIP
SUB-02024,169.78,2.98,398,0.1796,0.555,1,2,Aile Paketi,YUKSEK_DEGER
SUB-02025,95.55,41.04,347,0.3037,0.3666,3,1,Aile Paketi,RISKLI_KAYIP
SUB-02026,163.57,17.49,897,0.0602,0.4317,0,5,Premium Tarife,BELIRSIZ
SUB-02027,84.4,13.45,235,0.258,0.1525,0,2,Genç Tarife,BELIRSIZ
SUB-02028,138.39,17.44,277,0.4571,0.5074,2,0,Premium Tarife,RISKLI_KAYIP
SUB-02029,127.81,2.96,645,0.1468,0.527,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-02030,132.74,15.07,273,0.3173,0.4705,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02031,62.33,7.37,383,0.0202,0.5052,2,1,Aile Paketi,PASIF
SUB-02032,15.0,14.39,61,0.2703,0.5002,1,1,Aile Paketi,BELIRSIZ
SUB-02033,113.92,10.71,871,0.307,0.5071,1,1,Standart Tarife,RISKLI_KAYIP
SUB-02034,270.34,16.8,611,0.3569,0.4815,1,4,Genç Tarife,YUKSEK_DEGER
SUB-02035,153.77,12.07,745,0.3102,0.4657,1,2,Premium Tarife,BELIRSIZ
SUB-02036,259.49,10.17,192,0.2745,0.425,1,1,Premium Tarife,BELIRSIZ
SUB-02037,84.77,6.68,987,0.7086,0.2749,3,1,Genç Tarife,RISKLI_KAYIP
SUB-02038,110.49,3.1,360,0.5107,0.4352,1,2,Aile Paketi,RISKLI_KAYIP
SUB-02039,460.87,2.43,785,0.3819,0.8202,0,0,Premium Tarife,YUKSEK_DEGER
SUB-02040,88.11,4.78,480,0.5747,0.4516,1,1,Genç Tarife,RISKLI_KAYIP
SUB-02041,202.04,23.97,629,0.1953,0.3144,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02042,201.86,6.35,504,0.2666,0.3375,0,2,Aile Paketi,RISKLI_KAYIP
SUB-02043,189.44,8.86,272,0.2032,0.4535,3,4,Premium Tarife,YUKSEK_DEGER
SUB-02044,203.48,8.93,106,0.2246,0.3805,2,1,Aile Paketi,YUKSEK_DEGER
SUB-02045,87.29,10.85,822,0.4176,0.4985,1,2,Genç Tarife,RISKLI_KAYIP
SUB-02046,117.29,21.2,36,0.2181,0.0926,1,2,Standart Tarife,BELIRSIZ
SUB-02047,19.04,11.98,673,0.3123,0.1884,3,0,Aile Paketi,PASIF
SUB-02048,322.09,27.09,822,0.3688,0.3252,1,2,Aile Paketi,YUKSEK_DEGER
SUB-02049,202.79,4.83,130,0.5188,0.3879,0,4,Standart Tarife,RISKLI_KAYIP
SUB-02050,96.18,25.19,283,0.2074,0.5094,2,2,Genç Tarife,RISKLI_KAYIP
SUB-02051,85.37,37.91,118,0.163,0.311,1,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02052,272.95,14.92,244,0.1256,0.3243,3,3,Genç Tarife,YUKSEK_DEGER
SUB-02053,91.93,5.94,737,0.5863,0.5455,3,3,Premium Tarife,RISKLI_KAYIP
SUB-02054,95.99,21.5,625,0.2418,0.3459,0,1,Premium Tarife,BELIRSIZ
SUB-02055,73.94,15.12,573,0.2117,0.4177,1,0,Premium Tarife,BELIRSIZ
SUB-02056,224.49,18.93,284,0.3741,0.2891,0,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02057,257.37,27.62,41,0.1259,0.3225,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02058,128.29,11.27,145,0.6109,0.6586,2,0,Aile Paketi,RISKLI_KAYIP
SUB-02059,258.31,9.9,324,0.2288,0.6381,2,1,Genç Tarife,YUKSEK_DEGER
SUB-02060,180.38,69.83,172,0.4653,0.5924,2,2,Premium Tarife,RISKLI_KAYIP
SUB-02061,70.98,21.69,677,0.2106,0.0759,0,1,Genç Tarife,RISKLI_KAYIP
SUB-02062,309.23,30.91,1006,0.418,0.3788,1,3,Standart Tarife,YUKSEK_DEGER
SUB-02063,73.42,26.55,478,0.2673,0.3058,3,3,Genç Tarife,BELIRSIZ
SUB-02064,133.93,31.16,128,0.2803,0.5122,1,0,Genç Tarife,BELIRSIZ
SUB-02065,128.51,19.39,841,0.4124,0.4505,0,3,Standart Tarife,BELIRSIZ
SUB-02066,115.07,28.69,412,0.2418,0.1041,1,0,Genç Tarife,BELIRSIZ
SUB-02067,35.67,8.9,375,0.2668,0.4345,0,2,Genç Tarife,PASIF
SUB-02068,408.62,3.02,542,0.3832,0.5318,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02069,39.57,7.11,151,0.1825,0.3749,0,1,Aile Paketi,PASIF
SUB-02070,319.93,13.52,288,0.4426,0.4097,3,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02071,83.49,12.2,358,0.3096,0.6902,1,2,Genç Tarife,YUKSEK_DEGER
SUB-02072,101.92,15.18,451,0.1449,0.5492,1,1,Genç Tarife,BELIRSIZ
SUB-02073,302.68,8.47,482,0.2866,0.5097,1,2,Premium Tarife,YUKSEK_DEGER
SUB-02074,191.55,1.83,542,0.1355,0.4862,0,0,Premium Tarife,YENI_ABONE
SUB-02075,56.81,11.02,249,0.2509,0.3935,2,1,Öğrenci Tarifesi,PASIF
SUB-02076,55.97,4.26,88,0.2757,0.2757,1,2,Standart Tarife,PASIF
SUB-02077,175.71,14.71,322,0.0238,0.3794,3,1,Standart Tarife,BELIRSIZ
SUB-02078,72.57,20.05,350,0.31,0.5225,1,5,Öğrenci Tarifesi,BELIRSIZ
SUB-02079,196.71,10.85,85,0.1748,0.4858,0,1,Aile Paketi,YUKSEK_DEGER
SUB-02080,208.22,5.61,239,0.1677,0.4664,2,2,Genç Tarife,YUKSEK_DEGER
SUB-02081,89.34,15.76,425,0.3382,0.6774,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02082,105.4,72.28,267,0.1054,0.4231,1,2,Aile Paketi,BELIRSIZ
SUB-02083,179.03,21.68,413,0.161,0.3684,1,4,Standart Tarife,YUKSEK_DEGER
SUB-02084,86.81,22.82,258,0.5613,0.1015,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02085,153.9,9.97,568,0.079,0.4227,1,1,Genç Tarife,YUKSEK_DEGER
SUB-02086,476.31,7.58,183,0.2479,0.584,0,3,Standart Tarife,YUKSEK_DEGER
SUB-02087,183.96,31.21,378,0.1652,0.197,1,2,Standart Tarife,BELIRSIZ
